"No.","Time","Source","Destination","Protocol","Length","Source BD_ADDR","BD_ADDR","Data","Info"
"21673","240.340000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"21739","241.265000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"21764","241.813000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"21831","242.703000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"21898","243.631000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"21953","244.565000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"22009","245.150000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"22065","245.679000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"22159","247.169000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"22169","247.193000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"22305","248.662000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"22614","253.171000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"22850","256.480000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"22897","257.076000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"22916","257.408000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"22990","258.564000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"23108","260.404000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23174","260.965000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23182","260.987000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"23216","261.550000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"23272","262.447000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23281","262.479000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"23343","263.374000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23350","263.403000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"23408","264.304000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23454","264.870000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23656","267.860000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23657","267.890000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"23828","270.290000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23865","270.850000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"23974","272.368000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"24006","272.695000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24047","273.292000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"24137","274.732000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24316","277.192000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"24336","277.732000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24416","278.654000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24482","279.592000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24573","281.091000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"24601","281.656000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"24771","284.070000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24777","284.083000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"24890","284.992000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"24891","284.993000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25121","287.977000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25122","287.977000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25126","287.983000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"25127","287.983000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"25239","289.477000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25452","293.015000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25495","293.376000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"25525","293.935000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25622","295.424000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"25801","297.829000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"25876","298.754000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"25971","300.248000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"25998","300.820000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"26114","302.321000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
"26145","302.682000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"26167","303.231000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242015aab73100046a8b711e60255b31b7e07911c6bc019b","Rcvd LE Meta (LE Extended Advertising Report)"
"26250","304.177000","controller","host","HCI_EVT","59","","Apple_e5:84:66","071901242075aab7110004e9fbad25dee2a8c3b023679fc54ad498","Rcvd LE Meta (LE Extended Advertising Report)"
